rm_id,Region,Client_ID,Client_Segment,Transaction_id,Transaction_date,Delivery_Equity_Revenue_HouseCall,Delivery_Equity_Revenue_NonHouseCall,Cash_Intraday_Revenue_HouseCall,Cash_Intraday_Revenue_NonHouseCall,FnO_Revenue_NonHouseCall,FnO_Revenue_HouseCall,Commodity_Revenue_HouseCall,Commodity_Revenue_NonHouseCall,offline_revenue,online_revenue,net_revenue
RM_0011,Central,CL_00906,Corporate,TXN_0011274,2026-05-11,891.82,0.0,0.0,21992.19,0.0,0.0,0.0,0.0,891.82,21992.19,22884.01
RM_0016,East,CL_00246,Retail,TXN_0012854,2026-04-13,0.0,20983.04,0.0,4947.32,0.0,0.0,0.0,0.0,0.0,25930.36,25930.36
RM_0027,North,CL_00081,Retail,TXN_0007194,2026-05-12,1042.27,0.0,6063.58,2664.81,0.0,0.0,0.0,17310.99,7105.85,19975.8,27081.65
RM_0012,East,CL_00713,Retail,TXN_0011729,2026-05-28,0.0,0.0,0.0,0.0,6941.92,6106.88,0.0,2825.68,6106.88,9767.6,15874.48
RM_0049,East,CL_00114,HNI,TXN_0001825,2026-04-16,0.0,5443.61,0.0,14773.46,5707.31,3227.82,0.0,0.0,3227.82,25924.38,29152.2
RM_0027,North,CL_00110,Retail,TXN_0006285,2026-04-29,557.0,0.0,0.0,0.0,0.0,4026.96,2136.19,0.0,6720.15,0.0,6720.15
RM_0022,,CL_00089,Retail,TXN_0010320,2026-06-11,7132.7,0.0,0.0,19966.48,0.0,0.0,0.0,13785.62,7132.7,33752.1,40884.8
RM_0031,North,CL_00057,Retail,TXN_0012795,2026-06-03,6764.45,1766.96,0.0,0.0,0.0,0.0,0.0,0.0,6764.45,1766.96,8531.41
RM_0008,South,CL_00454,Retail,TXN_0003241,2026-05-02,0.0,8695.15,0.0,9860.67,0.0,0.0,2555.99,0.0,2555.99,18555.82,21111.81
RM_0045,East,CL_00795,Retail,TXN_0000942,2026-04-26,0.0,0.0,0.0,0.0,0.0,0.0,1340.32,0.0,1340.32,0.0,1340.32
RM_0043,Central,CL_00132,HNI,TXN_0010851,2026-04-15,0.0,0.0,0.0,12183.68,0.0,0.0,21395.4,0.0,21395.4,12183.68,33579.08
RM_0039,East,CL_00771,Retail,TXN_0003258,2026-05-02,11039.02,15125.96,0.0,0.0,0.0,8067.4,0.0,0.0,19106.42,15125.96,34232.38
RM_0056,North,CL_00362,Retail,TXN_0009152,2026-04-17,0.0,19427.42,4390.48,0.0,0.0,18209.68,0.0,0.0,22600.16,19427.42,42027.58
RM_0012,East,CL_00505,Retail,TXN_0010220,2026-05-06,12036.26,0.0,0.0,0.0,14143.04,0.0,0.0,0.0,12036.26,14143.04,26179.3
RM_0006,East,CL_00553,Retail,TXN_0011354,2026-05-22,0.0,4314.48,4408.77,0.0,3650.75,19333.65,0.0,0.0,23742.42,7965.23,31707.65
RM_0045,East,CL_00576,Retail,TXN_0004320,2026-05-17,8275.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8275.33,0.0,8275.33
RM_0001,East,CL_00791,Retail,TXN_0006933,2026-06-04,0.0,0.0,0.0,11587.77,0.0,2232.02,0.0,0.0,2232.02,11587.77,13819.79
RM_0039,East,CL_00254,Retail,TXN_0001862,2026-04-05,0.0,0.0,0.0,14296.18,0.0,0.0,0.0,19387.64,0.0,33683.82,33683.82
RM_0053,North,CL_00782,Retail,TXN_0005678,2026-04-16,9328.57,3355.19,0.0,0.0,0.0,0.0,13330.47,0.0,22659.04,3355.19,26014.23
RM_0016,East,CL_00734,HNI,TXN_0003315,2026-05-18,13034.67,9036.43,0.0,0.0,0.0,0.0,0.0,10239.27,13034.67,19275.7,32310.37
RM_0037,,CL_00368,Retail,TXN_0009084,2026-04-24,21204.39,6064.23,0.0,0.0,0.0,9173.52,0.0,0.0,30377.91,6064.23,36442.14
RM_0015,West,CL_00813,HNI,TXN_0006257,2026-04-14,1097.09,0.0,0.0,0.0,0.0,0.0,0.0,13578.01,1097.09,13578.01,14874.15
RM_0053,North,CL_00148,Retail,TXN_0001946,2026-04-19,0.0,0.0,8420.38,10219.24,0.0,12767.59,0.0,0.0,21187.97,10219.24,31407.21
RM_0008,South,CL_00023,HNI,TXN_0010470,2026-06-14,0.0,0.0,15907.47,0.0,0.0,0.0,15884.62,0.0,31792.09,0.0,31792.09
RM_0015,West,CL_00193,Retail,TXN_0010834,2026-06-12,13918.59,0.0,0.0,0.0,0.0,0.0,8858.09,13841.04,22776.68,13841.04,36617.72
RM_0031,North,CL_00123,Retail,TXN_0011352,2026-05-25,0.0,8319.69,0.0,9517.01,9080.25,0.0,0.0,0.0,0.0,26916.95,26916.95
RM_0010,Central,CL_00823,HNI,TXN_0013342,2026-05-12,11291.33,0.0,16983.55,0.0,0.0,0.0,10526.4,20875.31,38801.28,20875.31,59676.59
RM_0033,West,CL_00612,HNI,TXN_0011221,2026-06-13,0.0,8638.95,0.0,0.0,0.0,0.0,12335.71,0.0,12335.71,8638.95,20974.66
RM_0057,West,CL_00686,Retail,TXN_0008449,2026-04-19,0.0,18408.27,0.0,0.0,12345.9,0.0,0.0,16792.81,0.0,47546.98,47546.98
RM_0006,East,CL_00472,Ultra HNI,TXN_0012101,2026-04-11,0.0,0.0,0.0,8182.48,0.0,0.0,0.0,0.0,0.0,8182.48,8182.48
RM_0031,North,CL_00854,Retail,TXN_0008789,2026-04-16,0.0,8966.22,0.0,0.0,3209.5,0.0,14665.78,0.0,14665.78,12175.72,26841.5
RM_0010,Central,CL_00109,Retail,TXN_0010483,2026-06-01,9771.4,14709.46,0.0,0.0,0.0,0.0,0.0,0.0,9771.4,14709.46,24480.86
RM_0049,East,CL_00894,Retail,TXN_0009547,2026-04-23,0.0,0.0,2823.97,4602.21,7761.75,0.0,0.0,18417.47,2823.97,30781.43,33605.4
RM_0053,North,CL_00807,HNI,TXN_0011065,2026-05-13,0.0,0.0,0.0,0.0,9957.19,20024.16,0.0,21797.79,20024.16,31754.98,51779.14
RM_0027,North,CL_00600,Retail,TXN_0005426,2026-04-15,0.0,8663.78,12752.17,0.0,0.0,13311.79,0.0,0.0,26063.96,8663.78,34727.74
RM_0057,West,CL_00752,Retail,TXN_0005245,2026-05-15,17772.16,0.0,0.0,0.0,16117.52,0.0,13427.29,0.0,31199.45,16117.52,47316.97
RM_0028,South,CL_00776,HNI,TXN_0009839,2026-05-04,21219.6,14622.8,0.0,0.0,0.0,19138.61,21317.66,0.0,61675.87,14622.8,76298.67
RM_0033,West,CL_00869,Retail,TXN_0014207,2026-06-15,7123.96,0.0,0.0,0.0,0.0,0.0,0.0,4145.92,7123.96,4145.92,11269.88
RM_0056,North,CL_00194,Retail,TXN_0011883,2026-05-23,7396.73,0.0,0.0,0.0,0.0,0.0,7022.52,0.0,14419.25,0.0,14419.25
RM_0006,East,CL_00381,Retail,TXN_0013219,2026-05-22,20620.77,0.0,0.0,1021.42,0.0,0.0,0.0,0.0,20620.77,1021.42,21642.19
RM_0021,North,CL_00048,Retail,TXN_0006502,2026-04-27,0.0,0.0,9632.68,9168.78,0.0,13445.72,0.0,0.0,23078.4,9168.78,32247.18
RM_0052,West,CL_00401,HNI,TXN_0014930,2026-04-24,2449.52,17584.85,0.0,0.0,0.0,4640.25,0.0,11166.52,7089.77,28751.37,35841.14
RM_0007,South,CL_00819,HNI,TXN_0008999,2026-05-31,0.0,0.0,4694.0,0.0,0.0,0.0,0.0,0.0,4694.0,0.0,4694.0
RM_0022,North,CL_00519,Ultra HNI,TXN_0007514,2026-05-03,0.0,3796.67,0.0,0.0,0.0,0.0,14685.6,4062.31,14685.6,7858.98,22544.58
RM_0047,Central,CL_00137,Corporate,TXN_0001124,2026-06-03,16435.61,0.0,0.0,18837.5,0.0,0.0,0.0,14718.7,16435.61,33556.2,49991.81
RM_0028,South,CL_00605,Retail,TXN_0007167,2026-05-10,0.0,0.0,0.0,19853.08,19149.67,0.0,7961.37,0.0,7961.37,39002.75,46964.12
RM_0037,South,CL_00414,Retail,TXN_0010237,2026-06-17,0.0,0.0,0.0,1420.16,0.0,19394.9,0.0,0.0,19394.9,1420.16,20815.06
RM_0039,East,CL_00760,HNI,TXN_0010803,2026-05-30,0.0,0.0,0.0,20742.21,20678.81,0.0,20985.11,0.0,20985.11,41421.02,62406.13
RM_0056,North,CL_00236,HNI,TXN_0007952,2026-05-04,0.0,13552.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13552.86,13552.86
RM_0045,,CL_00687,Retail,TXN_0002969,2026-06-19,9410.38,13785.82,0.0,0.0,0.0,0.0,0.0,0.0,9410.38,13785.82,23196.2
RM_0058,West,CL_00473,HNI,TXN_0006224,2026-04-21,0.0,11091.15,16585.56,0.0,0.0,0.0,0.0,2826.52,16585.56,13917.67,30503.23
RM_0043,Central,CL_00648,HNI,TXN_0011511,2026-06-14,19765.89,0.0,0.0,13884.36,15100.64,0.0,6110.39,0.0,25876.28,28985.0,54861.28
RM_0041,North,CL_00080,HNI,TXN_0000529,2026-04-11,0.0,0.0,0.0,19889.15,0.0,12126.49,16113.27,0.0,28239.76,19889.15,48128.91
RM_0015,West,CL_00350,HNI,TXN_0014699,2026-04-08,0.0,0.0,17355.13,0.0,0.0,9312.4,0.0,0.0,26667.53,0.0,26667.53
RM_0031,,CL_00654,HNI,TXN_0002842,2026-05-30,0.0,0.0,0.0,0.0,2905.04,4645.37,0.0,0.0,4645.37,2905.04,7550.41
RM_0053,North,CL_00284,HNI,TXN_0000031,2026-04-21,0.0,2145.45,0.0,0.0,1469.54,0.0,0.0,0.0,0.0,3614.99,3614.99
RM_0040,Central,CL_00152,Retail,TXN_0003524,2026-04-07,0.0,19560.74,0.0,0.0,0.0,8015.08,14201.62,0.0,22216.7,19560.74,41777.44
RM_0041,North,CL_00507,HNI,TXN_0014521,2026-04-20,0.0,0.0,0.0,0.0,2255.68,0.0,0.0,0.0,0.0,2255.68,2255.68
RM_0040,Central,CL_00334,HNI,TXN_0011591,2026-04-06,0.0,0.0,0.0,4967.95,0.0,0.0,0.0,0.0,0.0,4967.95,4967.95
RM_0015,West,CL_00853,HNI,TXN_0002119,2026-06-09,0.0,0.0,0.0,0.0,18333.37,0.0,0.0,0.0,0.0,18333.37,18333.37
RM_0041,North,CL_00827,HNI,TXN_0004028,2026-06-03,0.0,5592.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5592.16,5592.16
RM_0017,East,CL_00486,Ultra HNI,TXN_0002085,2026-05-27,0.0,0.0,0.0,4814.96,0.0,9332.6,3103.38,0.0,12435.98,4814.96,17250.94
RM_0002,North,CL_00457,Retail,TXN_0008936,2026-05-11,0.0,0.0,0.0,4028.77,0.0,0.0,12462.53,0.0,12462.53,4028.77,16491.3
RM_0016,East,CL_00060,HNI,TXN_0000485,2026-05-02,0.0,0.0,4267.19,0.0,0.0,0.0,7780.35,0.0,12047.54,0.0,12047.54
RM_0039,East,CL_00717,Ultra HNI,TXN_0007957,2026-04-05,0.0,0.0,0.0,2991.78,0.0,0.0,0.0,0.0,0.0,2991.78,2991.78
RM_0027,North,CL_00224,HNI,TXN_0012055,2026-04-14,0.0,0.0,20440.09,1148.54,0.0,0.0,2756.66,1905.94,23196.75,3054.48,26251.23
RM_0037,South,CL_00414,Retail,TXN_0012479,2026-05-15,11685.32,0.0,0.0,0.0,20951.9,0.0,0.0,5993.7,11685.32,26945.6,38630.92
RM_0002,North,CL_00398,Retail,TXN_0002872,2026-05-23,9563.2,0.0,0.0,0.0,3282.84,8444.67,15672.14,0.0,33680.01,3282.84,36962.85
RM_0022,North,CL_00401,HNI,TXN_0005224,2026-05-12,14158.88,7746.35,0.0,16280.38,0.0,0.0,0.0,13081.11,14158.88,37107.84,51266.72
RM_0015,West,CL_00877,Ultra HNI,TXN_0002943,2026-06-05,0.0,0.0,0.0,0.0,0.0,20536.62,0.0,0.0,20536.62,0.0,20536.62
RM_0045,East,CL_00660,HNI,TXN_0013863,2026-04-22,13502.13,0.0,4878.66,0.0,10507.29,0.0,0.0,15742.44,18380.79,26249.73,44630.52
RM_0010,Central,CL_00189,Retail,TXN_0004125,2026-04-28,0.0,0.0,11244.53,0.0,0.0,5139.97,6728.52,0.0,23113.02,0.0,23113.02
RM_0004,South,CL_00896,Ultra HNI,TXN_0001778,2026-05-30,0.0,0.0,0.0,0.0,0.0,9105.31,17126.61,0.0,26231.92,0.0,26231.92
RM_0054,West,CL_00257,Retail,TXN_0002345,2026-06-05,0.0,0.0,0.0,5278.59,0.0,0.0,0.0,0.0,0.0,5278.59,5278.59
RM_0009,,CL_00499,Retail,TXN_0001201,2026-06-14,0.0,0.0,0.0,0.0,0.0,16990.85,2613.27,17358.97,19604.12,17358.97,36963.09
RM_0047,Central,CL_00538,HNI,TXN_0011967,2026-06-10,0.0,0.0,3066.58,0.0,0.0,3862.32,0.0,0.0,6928.9,0.0,7344.38
RM_0017,East,CL_00844,Retail,TXN_0004027,2026-06-08,0.0,8132.8,12619.34,12030.28,0.0,0.0,0.0,0.0,12619.34,20163.08,32782.42
RM_0058,West,CL_00574,Retail,TXN_0014003,2026-05-27,0.0,19224.52,0.0,0.0,14811.17,0.0,14038.98,3253.77,14038.98,37289.46,51328.44
RM_0047,Central,CL_00596,Retail,TXN_0008611,2026-04-17,0.0,0.0,0.0,0.0,8258.97,0.0,0.0,0.0,0.0,8258.97,8258.97
RM_0027,North,CL_00426,HNI,TXN_0013683,2026-05-03,0.0,0.0,12795.52,0.0,0.0,0.0,0.0,0.0,12795.52,0.0,12795.52
RM_0043,Central,CL_00229,Retail,TXN_0007844,2026-04-09,14254.58,16748.82,8836.43,0.0,0.0,0.0,0.0,0.0,23091.01,16748.82,39839.83
RM_0015,West,CL_00155,HNI,TXN_0006818,2026-06-13,0.0,0.0,0.0,21184.3,1583.66,0.0,21271.83,0.0,21271.83,22767.96,44039.79
RM_0049,East,CL_00126,Retail,TXN_0014998,2026-05-07,0.0,0.0,19996.2,0.0,0.0,18400.61,10217.37,0.0,48614.18,0.0,48614.18
RM_0037,South,CL_00364,Retail,TXN_0002415,2026-04-16,10216.6,11943.54,0.0,0.0,0.0,18927.33,14790.33,0.0,43934.26,11943.54,55877.8
